serial_number,drone_type,bandwidth_from,id_from,bandwidth_to,id_to,ratio,bandwidth_pair
SerialNumber_243,Mavic 3 Pro,10MHz,195,20MHz,55,0.28205128205128205,10MHz_to_20MHz
SerialNumber_243,Mavic 3 Pro,20MHz,111,10MHz,195,1.7567567567567568,20MHz_to_10MHz
SerialNumber_243,Mavic 3 Pro,20MHz,266,10MHz,195,0.7330827067669173,20MHz_to_10MHz
SerialNumber_243,Mavic 3 Pro,20MHz,1,10MHz,195,195.0,20MHz_to_10MHz
SerialNumber_243,Mavic 3 Pro,20MHz,55,10MHz,195,3.5454545454545454,20MHz_to_10MHz
SerialNumber_256,Mini 3,10MHz,195,40MHz,156,0.8,10MHz_to_40MHz
SerialNumber_256,Mini 3,10MHz,195,40MHz,175,0.8974358974358975,10MHz_to_40MHz
SerialNumber_256,Mini 3,40MHz,156,10MHz,195,1.25,40MHz_to_10MHz
SerialNumber_256,Mini 3,40MHz,175,10MHz,195,1.1142857142857143,40MHz_to_10MHz
SerialNumber_28,Mini 2 SE,10MHz,195,40MHz,194,0.9948717948717949,10MHz_to_40MHz
SerialNumber_28,Mini 2 SE,40MHz,194,10MHz,195,1.0051546391752577,40MHz_to_10MHz
SerialNumber_29,Air 3,20MHz,533,40MHz,158,0.2964352720450281,20MHz_to_40MHz
SerialNumber_29,Air 3,20MHz,516,40MHz,158,0.3062015503875969,20MHz_to_40MHz
SerialNumber_29,Air 3,20MHz,1,40MHz,158,158.0,20MHz_to_40MHz
SerialNumber_29,Air 3,20MHz,517,40MHz,158,0.3056092843326886,20MHz_to_40MHz
SerialNumber_29,Air 3,20MHz,596,40MHz,158,0.2651006711409396,20MHz_to_40MHz
SerialNumber_29,Air 3,20MHz,533,10MHz,195,0.36585365853658536,20MHz_to_10MHz
SerialNumber_29,Air 3,20MHz,516,10MHz,195,0.37790697674418605,20MHz_to_10MHz
SerialNumber_29,Air 3,20MHz,1,10MHz,195,195.0,20MHz_to_10MHz
SerialNumber_29,Air 3,20MHz,517,10MHz,195,0.3771760154738878,20MHz_to_10MHz
SerialNumber_29,Air 3,20MHz,596,10MHz,195,0.3271812080536913,20MHz_to_10MHz
SerialNumber_29,Air 3,40MHz,158,20MHz,533,3.3734177215189876,40MHz_to_20MHz
SerialNumber_29,Air 3,40MHz,158,20MHz,516,3.2658227848101267,40MHz_to_20MHz
SerialNumber_29,Air 3,40MHz,158,20MHz,1,0.006329113924050633,40MHz_to_20MHz
SerialNumber_29,Air 3,40MHz,158,20MHz,517,3.2721518987341773,40MHz_to_20MHz
SerialNumber_29,Air 3,40MHz,158,20MHz,596,3.7721518987341773,40MHz_to_20MHz
SerialNumber_29,Air 3,40MHz,158,10MHz,195,1.2341772151898733,40MHz_to_10MHz
SerialNumber_29,Air 3,10MHz,195,20MHz,533,2.7333333333333334,10MHz_to_20MHz
SerialNumber_29,Air 3,10MHz,195,20MHz,516,2.646153846153846,10MHz_to_20MHz
SerialNumber_29,Air 3,10MHz,195,20MHz,1,0.005128205128205128,10MHz_to_20MHz
SerialNumber_29,Air 3,10MHz,195,20MHz,517,2.651282051282051,10MHz_to_20MHz
SerialNumber_29,Air 3,10MHz,195,20MHz,596,3.056410256410256,10MHz_to_20MHz
SerialNumber_29,Air 3,10MHz,195,40MHz,158,0.8102564102564103,10MHz_to_40MHz
SerialNumber_3,Mavic 3E/3T/3M,10MHz,195,20MHz,116,0.5948717948717949,10MHz_to_20MHz
SerialNumber_3,Mavic 3E/3T/3M,10MHz,195,20MHz,223,1.1435897435897435,10MHz_to_20MHz
SerialNumber_3,Mavic 3E/3T/3M,10MHz,195,20MHz,55,0.28205128205128205,10MHz_to_20MHz
SerialNumber_3,Mavic 3E/3T/3M,10MHz,195,20MHz,54,0.27692307692307694,10MHz_to_20MHz
SerialNumber_3,Mavic 3E/3T/3M,10MHz,195,20MHz,569,2.917948717948718,10MHz_to_20MHz
SerialNumber_3,Mavic 3E/3T/3M,10MHz,195,20MHz,600,3.076923076923077,10MHz_to_20MHz
SerialNumber_3,Mavic 3E/3T/3M,10MHz,195,20MHz,525,2.6923076923076925,10MHz_to_20MHz
SerialNumber_3,Mavic 3E/3T/3M,10MHz,195,20MHz,568,2.9128205128205127,10MHz_to_20MHz
SerialNumber_3,Mavic 3E/3T/3M,10MHz,195,20MHz,1,0.005128205128205128,10MHz_to_20MHz
SerialNumber_3,Mavic 3E/3T/3M,10MHz,195,20MHz,523,2.682051282051282,10MHz_to_20MHz
SerialNumber_3,Mavic 3E/3T/3M,10MHz,195,20MHz,522,2.6769230769230767,10MHz_to_20MHz
SerialNumber_3,Mavic 3E/3T/3M,10MHz,195,20MHz,165,0.8461538461538461,10MHz_to_20MHz
SerialNumber_3,Mavic 3E/3T/3M,10MHz,195,20MHz,524,2.687179487179487,10MHz_to_20MHz
SerialNumber_3,Mavic 3E/3T/3M,10MHz,195,20MHz,476,2.4410256410256412,10MHz_to_20MHz
SerialNumber_3,Mavic 3E/3T/3M,10MHz,195,20MHz,252,1.2923076923076924,10MHz_to_20MHz
SerialNumber_3,Mavic 3E/3T/3M,10MHz,147,20MHz,116,0.7891156462585034,10MHz_to_20MHz
SerialNumber_3,Mavic 3E/3T/3M,10MHz,147,20MHz,223,1.5170068027210883,10MHz_to_20MHz
SerialNumber_3,Mavic 3E/3T/3M,10MHz,147,20MHz,55,0.3741496598639456,10MHz_to_20MHz
SerialNumber_3,Mavic 3E/3T/3M,10MHz,147,20MHz,54,0.3673469387755102,10MHz_to_20MHz
SerialNumber_3,Mavic 3E/3T/3M,10MHz,147,20MHz,569,3.870748299319728,10MHz_to_20MHz
SerialNumber_3,Mavic 3E/3T/3M,10MHz,147,20MHz,600,4.081632653061225,10MHz_to_20MHz
SerialNumber_3,Mavic 3E/3T/3M,10MHz,147,20MHz,525,3.5714285714285716,10MHz_to_20MHz
SerialNumber_3,Mavic 3E/3T/3M,10MHz,147,20MHz,568,3.8639455782312924,10MHz_to_20MHz
SerialNumber_3,Mavic 3E/3T/3M,10MHz,147,20MHz,1,0.006802721088435374,10MHz_to_20MHz
SerialNumber_3,Mavic 3E/3T/3M,10MHz,147,20MHz,523,3.557823129251701,10MHz_to_20MHz
SerialNumber_3,Mavic 3E/3T/3M,10MHz,147,20MHz,522,3.5510204081632653,10MHz_to_20MHz
SerialNumber_3,Mavic 3E/3T/3M,10MHz,147,20MHz,165,1.1224489795918366,10MHz_to_20MHz
SerialNumber_3,Mavic 3E/3T/3M,10MHz,147,20MHz,524,3.564625850340136,10MHz_to_20MHz
SerialNumber_3,Mavic 3E/3T/3M,10MHz,147,20MHz,476,3.238095238095238,10MHz_to_20MHz
SerialNumber_3,Mavic 3E/3T/3M,10MHz,147,20MHz,252,1.7142857142857142,10MHz_to_20MHz
SerialNumber_3,Mavic 3E/3T/3M,10MHz,146,20MHz,116,0.7945205479452054,10MHz_to_20MHz
SerialNumber_3,Mavic 3E/3T/3M,10MHz,146,20MHz,223,1.5273972602739727,10MHz_to_20MHz
SerialNumber_3,Mavic 3E/3T/3M,10MHz,146,20MHz,55,0.3767123287671233,10MHz_to_20MHz
SerialNumber_3,Mavic 3E/3T/3M,10MHz,146,20MHz,54,0.3698630136986301,10MHz_to_20MHz
SerialNumber_3,Mavic 3E/3T/3M,10MHz,146,20MHz,569,3.8972602739726026,10MHz_to_20MHz
SerialNumber_3,Mavic 3E/3T/3M,10MHz,146,20MHz,600,4.109589041095891,10MHz_to_20MHz
SerialNumber_3,Mavic 3E/3T/3M,10MHz,146,20MHz,525,3.595890410958904,10MHz_to_20MHz
SerialNumber_3,Mavic 3E/3T/3M,10MHz,146,20MHz,568,3.8904109589041096,10MHz_to_20MHz
SerialNumber_3,Mavic 3E/3T/3M,10MHz,146,20MHz,1,0.00684931506849315,10MHz_to_20MHz
SerialNumber_3,Mavic 3E/3T/3M,10MHz,146,20MHz,523,3.5821917808219177,10MHz_to_20MHz
SerialNumber_3,Mavic 3E/3T/3M,10MHz,146,20MHz,522,3.5753424657534247,10MHz_to_20MHz
SerialNumber_3,Mavic 3E/3T/3M,10MHz,146,20MHz,165,1.13013698630137,10MHz_to_20MHz
SerialNumber_3,Mavic 3E/3T/3M,10MHz,146,20MHz,524,3.589041095890411,10MHz_to_20MHz
SerialNumber_3,Mavic 3E/3T/3M,10MHz,146,20MHz,476,3.26027397260274,10MHz_to_20MHz
SerialNumber_3,Mavic 3E/3T/3M,10MHz,146,20MHz,252,1.726027397260274,10MHz_to_20MHz
SerialNumber_3,Mavic 3E/3T/3M,10MHz,195,40MHz,2,0.010256410256410256,10MHz_to_40MHz
SerialNumber_3,Mavic 3E/3T/3M,10MHz,195,40MHz,387,1.9846153846153847,10MHz_to_40MHz
SerialNumber_3,Mavic 3E/3T/3M,10MHz,195,40MHz,504,2.5846153846153848,10MHz_to_40MHz
SerialNumber_3,Mavic 3E/3T/3M,10MHz,195,40MHz,486,2.4923076923076923,10MHz_to_40MHz
SerialNumber_3,Mavic 3E/3T/3M,10MHz,195,40MHz,156,0.8,10MHz_to_40MHz
SerialNumber_3,Mavic 3E/3T/3M,10MHz,195,40MHz,620,3.1794871794871793,10MHz_to_40MHz
SerialNumber_3,Mavic 3E/3T/3M,10MHz,195,40MHz,367,1.882051282051282,10MHz_to_40MHz
SerialNumber_3,Mavic 3E/3T/3M,10MHz,195,40MHz,1046,5.364102564102564,10MHz_to_40MHz
SerialNumber_3,Mavic 3E/3T/3M,10MHz,195,40MHz,1199,6.148717948717949,10MHz_to_40MHz
SerialNumber_3,Mavic 3E/3T/3M,10MHz,147,40MHz,2,0.013605442176870748,10MHz_to_40MHz
SerialNumber_3,Mavic 3E/3T/3M,10MHz,147,40MHz,387,2.63265306122449,10MHz_to_40MHz
SerialNumber_3,Mavic 3E/3T/3M,10MHz,147,40MHz,504,3.4285714285714284,10MHz_to_40MHz
SerialNumber_3,Mavic 3E/3T/3M,10MHz,147,40MHz,486,3.306122448979592,10MHz_to_40MHz
SerialNumber_3,Mavic 3E/3T/3M,10MHz,147,40MHz,156,1.0612244897959184,10MHz_to_40MHz
SerialNumber_3,Mavic 3E/3T/3M,10MHz,147,40MHz,620,4.217687074829932,10MHz_to_40MHz
SerialNumber_3,Mavic 3E/3T/3M,10MHz,147,40MHz,367,2.496598639455782,10MHz_to_40MHz
SerialNumber_3,Mavic 3E/3T/3M,10MHz,147,40MHz,1046,7.115646258503402,10MHz_to_40MHz
SerialNumber_3,Mavic 3E/3T/3M,10MHz,147,40MHz,1199,8.156462585034014,10MHz_to_40MHz
SerialNumber_3,Mavic 3E/3T/3M,10MHz,146,40MHz,2,0.0136986301369863,10MHz_to_40MHz
SerialNumber_3,Mavic 3E/3T/3M,10MHz,146,40MHz,387,2.6506849315068495,10MHz_to_40MHz
SerialNumber_3,Mavic 3E/3T/3M,10MHz,146,40MHz,504,3.452054794520548,10MHz_to_40MHz
SerialNumber_3,Mavic 3E/3T/3M,10MHz,146,40MHz,486,3.328767123287671,10MHz_to_40MHz
SerialNumber_3,Mavic 3E/3T/3M,10MHz,146,40MHz,156,1.0684931506849316,10MHz_to_40MHz
SerialNumber_3,Mavic 3E/3T/3M,10MHz,146,40MHz,620,4.2465753424657535,10MHz_to_40MHz
SerialNumber_3,Mavic 3E/3T/3M,10MHz,146,40MHz,367,2.5136986301369864,10MHz_to_40MHz
SerialNumber_3,Mavic 3E/3T/3M,10MHz,146,40MHz,1046,7.164383561643835,10MHz_to_40MHz
SerialNumber_3,Mavic 3E/3T/3M,10MHz,146,40MHz,1199,8.212328767123287,10MHz_to_40MHz
SerialNumber_3,Mavic 3E/3T/3M,20MHz,116,10MHz,195,1.6810344827586208,20MHz_to_10MHz
SerialNumber_3,Mavic 3E/3T/3M,20MHz,116,10MHz,147,1.2672413793103448,20MHz_to_10MHz
SerialNumber_3,Mavic 3E/3T/3M,20MHz,116,10MHz,146,1.2586206896551724,20MHz_to_10MHz
SerialNumber_3,Mavic 3E/3T/3M,20MHz,223,10MHz,195,0.874439461883408,20MHz_to_10MHz
SerialNumber_3,Mavic 3E/3T/3M,20MHz,223,10MHz,147,0.6591928251121076,20MHz_to_10MHz
SerialNumber_3,Mavic 3E/3T/3M,20MHz,223,10MHz,146,0.6547085201793722,20MHz_to_10MHz
SerialNumber_3,Mavic 3E/3T/3M,20MHz,55,10MHz,195,3.5454545454545454,20MHz_to_10MHz
SerialNumber_3,Mavic 3E/3T/3M,20MHz,55,10MHz,147,2.672727272727273,20MHz_to_10MHz
SerialNumber_3,Mavic 3E/3T/3M,20MHz,55,10MHz,146,2.6545454545454548,20MHz_to_10MHz
SerialNumber_3,Mavic 3E/3T/3M,20MHz,54,10MHz,195,3.611111111111111,20MHz_to_10MHz
SerialNumber_3,Mavic 3E/3T/3M,20MHz,54,10MHz,147,2.7222222222222223,20MHz_to_10MHz
SerialNumber_3,Mavic 3E/3T/3M,20MHz,54,10MHz,146,2.7037037037037037,20MHz_to_10MHz
SerialNumber_3,Mavic 3E/3T/3M,20MHz,569,10MHz,195,0.3427065026362039,20MHz_to_10MHz
SerialNumber_3,Mavic 3E/3T/3M,20MHz,569,10MHz,147,0.2583479789103691,20MHz_to_10MHz
SerialNumber_3,Mavic 3E/3T/3M,20MHz,569,10MHz,146,0.2565905096660808,20MHz_to_10MHz
SerialNumber_3,Mavic 3E/3T/3M,20MHz,600,10MHz,195,0.325,20MHz_to_10MHz
SerialNumber_3,Mavic 3E/3T/3M,20MHz,600,10MHz,147,0.245,20MHz_to_10MHz
SerialNumber_3,Mavic 3E/3T/3M,20MHz,600,10MHz,146,0.24333333333333335,20MHz_to_10MHz
SerialNumber_3,Mavic 3E/3T/3M,20MHz,525,10MHz,195,0.37142857142857144,20MHz_to_10MHz
SerialNumber_3,Mavic 3E/3T/3M,20MHz,525,10MHz,147,0.28,20MHz_to_10MHz
SerialNumber_3,Mavic 3E/3T/3M,20MHz,525,10MHz,146,0.2780952380952381,20MHz_to_10MHz
SerialNumber_3,Mavic 3E/3T/3M,20MHz,568,10MHz,195,0.34330985915492956,20MHz_to_10MHz
SerialNumber_3,Mavic 3E/3T/3M,20MHz,568,10MHz,147,0.25880281690140844,20MHz_to_10MHz
SerialNumber_3,Mavic 3E/3T/3M,20MHz,568,10MHz,146,0.25704225352112675,20MHz_to_10MHz
SerialNumber_3,Mavic 3E/3T/3M,20MHz,1,10MHz,195,195.0,20MHz_to_10MHz
SerialNumber_3,Mavic 3E/3T/3M,20MHz,1,10MHz,147,147.0,20MHz_to_10MHz
SerialNumber_3,Mavic 3E/3T/3M,20MHz,1,10MHz,146,146.0,20MHz_to_10MHz
SerialNumber_3,Mavic 3E/3T/3M,20MHz,523,10MHz,195,0.372848948374761,20MHz_to_10MHz
SerialNumber_3,Mavic 3E/3T/3M,20MHz,523,10MHz,147,0.28107074569789675,20MHz_to_10MHz
SerialNumber_3,Mavic 3E/3T/3M,20MHz,523,10MHz,146,0.27915869980879543,20MHz_to_10MHz
SerialNumber_3,Mavic 3E/3T/3M,20MHz,522,10MHz,195,0.3735632183908046,20MHz_to_10MHz
SerialNumber_3,Mavic 3E/3T/3M,20MHz,522,10MHz,147,0.28160919540229884,20MHz_to_10MHz
SerialNumber_3,Mavic 3E/3T/3M,20MHz,522,10MHz,146,0.2796934865900383,20MHz_to_10MHz
SerialNumber_3,Mavic 3E/3T/3M,20MHz,165,10MHz,195,1.1818181818181819,20MHz_to_10MHz
SerialNumber_3,Mavic 3E/3T/3M,20MHz,165,10MHz,147,0.8909090909090909,20MHz_to_10MHz
SerialNumber_3,Mavic 3E/3T/3M,20MHz,165,10MHz,146,0.8848484848484849,20MHz_to_10MHz
SerialNumber_3,Mavic 3E/3T/3M,20MHz,524,10MHz,195,0.37213740458015265,20MHz_to_10MHz
SerialNumber_3,Mavic 3E/3T/3M,20MHz,524,10MHz,147,0.28053435114503816,20MHz_to_10MHz
SerialNumber_3,Mavic 3E/3T/3M,20MHz,524,10MHz,146,0.2786259541984733,20MHz_to_10MHz
SerialNumber_3,Mavic 3E/3T/3M,20MHz,476,10MHz,195,0.4096638655462185,20MHz_to_10MHz
SerialNumber_3,Mavic 3E/3T/3M,20MHz,476,10MHz,147,0.3088235294117647,20MHz_to_10MHz
SerialNumber_3,Mavic 3E/3T/3M,20MHz,476,10MHz,146,0.3067226890756303,20MHz_to_10MHz
SerialNumber_3,Mavic 3E/3T/3M,20MHz,252,10MHz,195,0.7738095238095238,20MHz_to_10MHz
SerialNumber_3,Mavic 3E/3T/3M,20MHz,252,10MHz,147,0.5833333333333334,20MHz_to_10MHz
SerialNumber_3,Mavic 3E/3T/3M,20MHz,252,10MHz,146,0.5793650793650794,20MHz_to_10MHz
SerialNumber_3,Mavic 3E/3T/3M,20MHz,116,40MHz,2,0.017241379310344827,20MHz_to_40MHz
SerialNumber_3,Mavic 3E/3T/3M,20MHz,116,40MHz,387,3.336206896551724,20MHz_to_40MHz
SerialNumber_3,Mavic 3E/3T/3M,20MHz,116,40MHz,504,4.344827586206897,20MHz_to_40MHz
SerialNumber_3,Mavic 3E/3T/3M,20MHz,116,40MHz,486,4.189655172413793,20MHz_to_40MHz
SerialNumber_3,Mavic 3E/3T/3M,20MHz,116,40MHz,156,1.3448275862068966,20MHz_to_40MHz
SerialNumber_3,Mavic 3E/3T/3M,20MHz,116,40MHz,620,5.344827586206897,20MHz_to_40MHz
SerialNumber_3,Mavic 3E/3T/3M,20MHz,116,40MHz,367,3.163793103448276,20MHz_to_40MHz
SerialNumber_3,Mavic 3E/3T/3M,20MHz,116,40MHz,1046,9.017241379310345,20MHz_to_40MHz
SerialNumber_3,Mavic 3E/3T/3M,20MHz,116,40MHz,1199,10.336206896551724,20MHz_to_40MHz
SerialNumber_3,Mavic 3E/3T/3M,20MHz,223,40MHz,2,0.008968609865470852,20MHz_to_40MHz
SerialNumber_3,Mavic 3E/3T/3M,20MHz,223,40MHz,387,1.7354260089686098,20MHz_to_40MHz
SerialNumber_3,Mavic 3E/3T/3M,20MHz,223,40MHz,504,2.2600896860986546,20MHz_to_40MHz
SerialNumber_3,Mavic 3E/3T/3M,20MHz,223,40MHz,486,2.179372197309417,20MHz_to_40MHz
SerialNumber_3,Mavic 3E/3T/3M,20MHz,223,40MHz,156,0.6995515695067265,20MHz_to_40MHz
SerialNumber_3,Mavic 3E/3T/3M,20MHz,223,40MHz,620,2.780269058295964,20MHz_to_40MHz
SerialNumber_3,Mavic 3E/3T/3M,20MHz,223,40MHz,367,1.6457399103139014,20MHz_to_40MHz
SerialNumber_3,Mavic 3E/3T/3M,20MHz,223,40MHz,1046,4.690582959641255,20MHz_to_40MHz
SerialNumber_3,Mavic 3E/3T/3M,20MHz,223,40MHz,1199,5.376681614349776,20MHz_to_40MHz
SerialNumber_3,Mavic 3E/3T/3M,20MHz,55,40MHz,2,0.03636363636363636,20MHz_to_40MHz
SerialNumber_3,Mavic 3E/3T/3M,20MHz,55,40MHz,387,7.036363636363636,20MHz_to_40MHz
SerialNumber_3,Mavic 3E/3T/3M,20MHz,55,40MHz,504,9.163636363636364,20MHz_to_40MHz
SerialNumber_3,Mavic 3E/3T/3M,20MHz,55,40MHz,486,8.836363636363636,20MHz_to_40MHz
SerialNumber_3,Mavic 3E/3T/3M,20MHz,55,40MHz,156,2.8363636363636364,20MHz_to_40MHz
SerialNumber_3,Mavic 3E/3T/3M,20MHz,55,40MHz,620,11.272727272727273,20MHz_to_40MHz
SerialNumber_3,Mavic 3E/3T/3M,20MHz,55,40MHz,367,6.672727272727273,20MHz_to_40MHz
SerialNumber_3,Mavic 3E/3T/3M,20MHz,55,40MHz,1046,19.01818181818182,20MHz_to_40MHz
SerialNumber_3,Mavic 3E/3T/3M,20MHz,55,40MHz,1199,21.8,20MHz_to_40MHz
SerialNumber_3,Mavic 3E/3T/3M,20MHz,54,40MHz,2,0.037037037037037035,20MHz_to_40MHz
SerialNumber_3,Mavic 3E/3T/3M,20MHz,54,40MHz,387,7.166666666666667,20MHz_to_40MHz
SerialNumber_3,Mavic 3E/3T/3M,20MHz,54,40MHz,504,9.333333333333334,20MHz_to_40MHz
SerialNumber_3,Mavic 3E/3T/3M,20MHz,54,40MHz,486,9.0,20MHz_to_40MHz
SerialNumber_3,Mavic 3E/3T/3M,20MHz,54,40MHz,156,2.888888888888889,20MHz_to_40MHz
SerialNumber_3,Mavic 3E/3T/3M,20MHz,54,40MHz,620,11.481481481481481,20MHz_to_40MHz
SerialNumber_3,Mavic 3E/3T/3M,20MHz,54,40MHz,367,6.796296296296297,20MHz_to_40MHz
SerialNumber_3,Mavic 3E/3T/3M,20MHz,54,40MHz,1046,19.37037037037037,20MHz_to_40MHz
SerialNumber_3,Mavic 3E/3T/3M,20MHz,54,40MHz,1199,22.203703703703702,20MHz_to_40MHz
SerialNumber_3,Mavic 3E/3T/3M,20MHz,569,40MHz,2,0.0035149384885764497,20MHz_to_40MHz
SerialNumber_3,Mavic 3E/3T/3M,20MHz,569,40MHz,387,0.680140597539543,20MHz_to_40MHz
SerialNumber_3,Mavic 3E/3T/3M,20MHz,569,40MHz,504,0.8857644991212654,20MHz_to_40MHz
SerialNumber_3,Mavic 3E/3T/3M,20MHz,569,40MHz,486,0.8541300527240774,20MHz_to_40MHz
SerialNumber_3,Mavic 3E/3T/3M,20MHz,569,40MHz,156,0.2741652021089631,20MHz_to_40MHz
SerialNumber_3,Mavic 3E/3T/3M,20MHz,569,40MHz,620,1.0896309314586994,20MHz_to_40MHz
SerialNumber_3,Mavic 3E/3T/3M,20MHz,569,40MHz,367,0.6449912126537786,20MHz_to_40MHz
SerialNumber_3,Mavic 3E/3T/3M,20MHz,569,40MHz,1046,1.8383128295254834,20MHz_to_40MHz
SerialNumber_3,Mavic 3E/3T/3M,20MHz,569,40MHz,1199,2.1072056239015815,20MHz_to_40MHz
SerialNumber_3,Mavic 3E/3T/3M,20MHz,600,40MHz,2,0.0033333333333333335,20MHz_to_40MHz
SerialNumber_3,Mavic 3E/3T/3M,20MHz,600,40MHz,387,0.645,20MHz_to_40MHz
SerialNumber_3,Mavic 3E/3T/3M,20MHz,600,40MHz,504,0.84,20MHz_to_40MHz
SerialNumber_3,Mavic 3E/3T/3M,20MHz,600,40MHz,486,0.81,20MHz_to_40MHz
SerialNumber_3,Mavic 3E/3T/3M,20MHz,600,40MHz,156,0.26,20MHz_to_40MHz
SerialNumber_3,Mavic 3E/3T/3M,20MHz,600,40MHz,620,1.0333333333333334,20MHz_to_40MHz
SerialNumber_3,Mavic 3E/3T/3M,20MHz,600,40MHz,367,0.6116666666666667,20MHz_to_40MHz
SerialNumber_3,Mavic 3E/3T/3M,20MHz,600,40MHz,1046,1.7433333333333334,20MHz_to_40MHz
SerialNumber_3,Mavic 3E/3T/3M,20MHz,600,40MHz,1199,1.9983333333333333,20MHz_to_40MHz
SerialNumber_3,Mavic 3E/3T/3M,20MHz,525,40MHz,2,0.0038095238095238095,20MHz_to_40MHz
SerialNumber_3,Mavic 3E/3T/3M,20MHz,525,40MHz,387,0.7371428571428571,20MHz_to_40MHz
SerialNumber_3,Mavic 3E/3T/3M,20MHz,525,40MHz,504,0.96,20MHz_to_40MHz
SerialNumber_3,Mavic 3E/3T/3M,20MHz,525,40MHz,486,0.9257142857142857,20MHz_to_40MHz
SerialNumber_3,Mavic 3E/3T/3M,20MHz,525,40MHz,156,0.29714285714285715,20MHz_to_40MHz
SerialNumber_3,Mavic 3E/3T/3M,20MHz,525,40MHz,620,1.180952380952381,20MHz_to_40MHz
SerialNumber_3,Mavic 3E/3T/3M,20MHz,525,40MHz,367,0.699047619047619,20MHz_to_40MHz
SerialNumber_3,Mavic 3E/3T/3M,20MHz,525,40MHz,1046,1.9923809523809524,20MHz_to_40MHz
SerialNumber_3,Mavic 3E/3T/3M,20MHz,525,40MHz,1199,2.283809523809524,20MHz_to_40MHz
SerialNumber_3,Mavic 3E/3T/3M,20MHz,568,40MHz,2,0.0035211267605633804,20MHz_to_40MHz
SerialNumber_3,Mavic 3E/3T/3M,20MHz,568,40MHz,387,0.6813380281690141,20MHz_to_40MHz
SerialNumber_3,Mavic 3E/3T/3M,20MHz,568,40MHz,504,0.8873239436619719,20MHz_to_40MHz
SerialNumber_3,Mavic 3E/3T/3M,20MHz,568,40MHz,486,0.8556338028169014,20MHz_to_40MHz
SerialNumber_3,Mavic 3E/3T/3M,20MHz,568,40MHz,156,0.2746478873239437,20MHz_to_40MHz
SerialNumber_3,Mavic 3E/3T/3M,20MHz,568,40MHz,620,1.091549295774648,20MHz_to_40MHz
SerialNumber_3,Mavic 3E/3T/3M,20MHz,568,40MHz,367,0.6461267605633803,20MHz_to_40MHz
SerialNumber_3,Mavic 3E/3T/3M,20MHz,568,40MHz,1046,1.841549295774648,20MHz_to_40MHz
SerialNumber_3,Mavic 3E/3T/3M,20MHz,568,40MHz,1199,2.1109154929577465,20MHz_to_40MHz
SerialNumber_3,Mavic 3E/3T/3M,20MHz,1,40MHz,2,2.0,20MHz_to_40MHz
SerialNumber_3,Mavic 3E/3T/3M,20MHz,1,40MHz,387,387.0,20MHz_to_40MHz
SerialNumber_3,Mavic 3E/3T/3M,20MHz,1,40MHz,504,504.0,20MHz_to_40MHz
SerialNumber_3,Mavic 3E/3T/3M,20MHz,1,40MHz,486,486.0,20MHz_to_40MHz
SerialNumber_3,Mavic 3E/3T/3M,20MHz,1,40MHz,156,156.0,20MHz_to_40MHz
SerialNumber_3,Mavic 3E/3T/3M,20MHz,1,40MHz,620,620.0,20MHz_to_40MHz
SerialNumber_3,Mavic 3E/3T/3M,20MHz,1,40MHz,367,367.0,20MHz_to_40MHz
SerialNumber_3,Mavic 3E/3T/3M,20MHz,1,40MHz,1046,1046.0,20MHz_to_40MHz
SerialNumber_3,Mavic 3E/3T/3M,20MHz,1,40MHz,1199,1199.0,20MHz_to_40MHz
SerialNumber_3,Mavic 3E/3T/3M,20MHz,523,40MHz,2,0.0038240917782026767,20MHz_to_40MHz
SerialNumber_3,Mavic 3E/3T/3M,20MHz,523,40MHz,387,0.739961759082218,20MHz_to_40MHz
SerialNumber_3,Mavic 3E/3T/3M,20MHz,523,40MHz,504,0.9636711281070746,20MHz_to_40MHz
SerialNumber_3,Mavic 3E/3T/3M,20MHz,523,40MHz,486,0.9292543021032504,20MHz_to_40MHz
SerialNumber_3,Mavic 3E/3T/3M,20MHz,523,40MHz,156,0.2982791586998088,20MHz_to_40MHz
SerialNumber_3,Mavic 3E/3T/3M,20MHz,523,40MHz,620,1.1854684512428297,20MHz_to_40MHz
SerialNumber_3,Mavic 3E/3T/3M,20MHz,523,40MHz,367,0.7017208413001912,20MHz_to_40MHz
SerialNumber_3,Mavic 3E/3T/3M,20MHz,523,40MHz,1046,2.0,20MHz_to_40MHz
SerialNumber_3,Mavic 3E/3T/3M,20MHz,523,40MHz,1199,2.292543021032505,20MHz_to_40MHz
SerialNumber_3,Mavic 3E/3T/3M,20MHz,522,40MHz,2,0.0038314176245210726,20MHz_to_40MHz
SerialNumber_3,Mavic 3E/3T/3M,20MHz,522,40MHz,387,0.7413793103448276,20MHz_to_40MHz
SerialNumber_3,Mavic 3E/3T/3M,20MHz,522,40MHz,504,0.9655172413793104,20MHz_to_40MHz
SerialNumber_3,Mavic 3E/3T/3M,20MHz,522,40MHz,486,0.9310344827586207,20MHz_to_40MHz
SerialNumber_3,Mavic 3E/3T/3M,20MHz,522,40MHz,156,0.2988505747126437,20MHz_to_40MHz
SerialNumber_3,Mavic 3E/3T/3M,20MHz,522,40MHz,620,1.1877394636015326,20MHz_to_40MHz
SerialNumber_3,Mavic 3E/3T/3M,20MHz,522,40MHz,367,0.7030651340996169,20MHz_to_40MHz
SerialNumber_3,Mavic 3E/3T/3M,20MHz,522,40MHz,1046,2.003831417624521,20MHz_to_40MHz
